date,bank_code,bank_name,term,rate,product,method,currency,source_url,crawled_at
2026-07-02,VCB,Vietcombank,KKH,0.1,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,7D,0.2,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,14D,0.2,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,1M,2.1,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,2M,2.1,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,3M,2.4,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,6M,3.5,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,9M,3.5,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,12M,5.9,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,24M,6.0,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,36M,5.3,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,48M,5.3,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,VCB,Vietcombank,60M,5.3,quay,cuoi_ky,VND,https://www.vietcombank.com.vn/vi-VN/api/interestrates?accountType=Personal,2026-07-02T16:10:54
2026-07-02,BID,BIDV,KKH,0.1,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,1M,2.1,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,2M,2.1,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,3M,2.4,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,5M,2.4,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,6M,3.5,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,9M,3.5,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,12M,5.9,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,13M,5.9,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,15M,5.9,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,18M,5.9,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,24M,6.0,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,BID,BIDV,36M,6.0,quay,cuoi_ky,VND,https://bidv.com.vn/vn/tra-cuu-lai-suat/,2026-07-02T16:10:54
2026-07-02,CTG,VietinBank,KKH,0.1,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,1M,2.1,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,2M,2.1,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,3M,2.4,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,4M,2.4,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,5M,2.4,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,6M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,7M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,8M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,9M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,10M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,11M,3.5,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,12M,5.9,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,13M,5.9,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,18M,5.9,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,24M,6.0,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,CTG,VietinBank,36M,6.0,quay,cuoi_ky,VND,https://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/lai-suat-khcn,2026-07-02T16:11:06
2026-07-02,AGR,Agribank,KKH,0.2,quay,cuoi_ky,VND,https://www.agribank.com.vn/en/lai-suat,2026-07-02T16:11:07
2026-07-02,AGR,Agribank,1M,2.6,quay,cuoi_ky,VND,https://www.agribank.com.vn/en/lai-suat,2026-07-02T16:11:07
2026-07-02,AGR,Agribank,2M,2.6,quay,cuoi_ky,VND,https://www.agribank.com.vn/en/lai-suat,2026-07-02T16:11:07
2026-07-02,AGR,Agribank,3M,2.9,quay,cuoi_ky,VND,https://www.agribank.com.vn/en/lai-suat,2026-07-02T16:11:07
