date,company,buy,sell
2020-01-01,BTMC,42440000.0,42640000.0
2020-01-01,DOJI,42450000.0,42750000.0
2020-01-01,PHUQUY,42400000.0,42650000.0
2020-01-02,PNJ,42300000.0,42800000.0
2020-01-02,DOJI,42450000.0,42700000.0
2020-01-02,PHUQUY,42450000.0,42700000.0
2020-01-02,BTMC,42440000.0,42640000.0
2020-01-03,PNJ,42600000.0,43000000.0
2020-01-03,DOJI,42650000.0,42800000.0
2020-01-03,PHUQUY,42600000.0,42800000.0
2020-01-03,BTMC,42460000.0,42590000.0
2020-01-04,PNJ,42900000.0,43300000.0
2020-01-04,PHUQUY,42780000.0,43000000.0
2020-01-04,DOJI,42830000.0,43000000.0
2020-01-04,BTMC,42850000.0,43000000.0
2020-01-05,PHUQUY,43050000.0,43250000.0
2020-01-05,DOJI,43050000.0,43200000.0
2020-01-05,BTMC,43070000.0,43220000.0
2020-01-06,PNJ,43850000.0,44300000.0
2020-01-06,PHUQUY,43750000.0,44200000.0
2020-01-06,DOJI,43750000.0,44100000.0
2020-01-06,BTMC,43110000.0,43280000.0
2020-01-07,PNJ,43600000.0,44000000.0
2020-01-07,BTMC,43970000.0,44300000.0
2020-01-07,DOJI,43800000.0,44100000.0
2020-01-07,PHUQUY,43700000.0,44050000.0
2020-01-08,PNJ,44050000.0,44550000.0
2020-01-08,PHUQUY,44200000.0,44700000.0
2020-01-08,DOJI,44200000.0,44600000.0
2020-01-08,BTMC,43660000.0,43860000.0
2020-01-09,PNJ,43050000.0,43500000.0
2020-01-09,BTMC,44000000.0,44300000.0
2020-01-09,DOJI,43550000.0,43750000.0
2020-01-09,PHUQUY,43500000.0,43900000.0
2020-01-10,PNJ,42950000.0,43400000.0
2020-01-10,PHUQUY,42900000.0,43300000.0
2020-01-10,DOJI,43060000.0,43260000.0
2020-01-10,BTMC,43060000.0,43250000.0
2020-01-11,PNJ,43200000.0,43650000.0
2020-01-11,PHUQUY,43250000.0,43550000.0
2020-01-11,DOJI,43300000.0,43500000.0
2020-01-11,BTMC,43280000.0,43470000.0
2020-01-12,PHUQUY,43300000.0,43600000.0
2020-01-12,DOJI,43330000.0,43530000.0
2020-01-12,BTMC,43320000.0,43500000.0
2020-01-13,PNJ,42950000.0,43350000.0
2020-01-13,DOJI,43300000.0,43500000.0
2020-01-13,PHUQUY,43250000.0,43500000.0
2020-01-13,BTMC,43330000.0,43520000.0
2020-01-14,PNJ,42950000.0,43300000.0
2020-01-14,PHUQUY,42700000.0,43050000.0
2020-01-14,DOJI,42700000.0,42900000.0
2020-01-14,BTMC,43050000.0,43270000.0
2020-01-15,PHUQUY,42900000.0,43200000.0
2020-01-15,DOJI,42950000.0,43150000.0
2020-01-15,BTMC,42980000.0,43170000.0
2020-01-16,PNJ,42950000.0,43350000.0
2020-01-16,DOJI,43150000.0,43350000.0
2020-01-16,PHUQUY,43100000.0,43350000.0
2020-01-16,BTMC,43070000.0,43260000.0
2020-01-17,PNJ,43000000.0,43400000.0
2020-01-17,BTMC,43160000.0,43350000.0
2020-01-17,DOJI,43100000.0,43300000.0
2020-01-17,PHUQUY,43050000.0,43300000.0
2020-01-18,PNJ,43000000.0,43400000.0
2020-01-18,PHUQUY,43200000.0,43500000.0
2020-01-18,DOJI,43270000.0,43420000.0
2020-01-18,BTMC,43210000.0,43380000.0
2020-01-19,PHUQUY,43350000.0,43550000.0
2020-01-19,BTMC,43360000.0,43540000.0
2020-01-19,DOJI,43350000.0,43550000.0
2020-01-20,PNJ,43450000.0,43850000.0
2020-01-20,BTMC,43360000.0,43550000.0
2020-01-20,DOJI,43450000.0,43650000.0
2020-01-20,PHUQUY,43350000.0,43550000.0
2020-01-21,PNJ,43650000.0,44050000.0
2020-01-21,PHUQUY,43550000.0,43800000.0
2020-01-21,DOJI,43700000.0,43900000.0
2020-01-21,BTMC,43570000.0,43750000.0
2020-01-22,PNJ,43300000.0,43800000.0
2020-01-22,DOJI,43450000.0,43650000.0
2020-01-22,PHUQUY,43300000.0,43650000.0
2020-01-22,BTMC,43460000.0,43700000.0
2020-01-23,PNJ,43600000.0,44000000.0
2020-01-23,BTMC,43520000.0,43800000.0
2020-01-23,DOJI,43450000.0,43850000.0
2020-01-23,PHUQUY,43500000.0,43800000.0
2020-01-24,BTMC,43650000.0,43950000.0
2020-01-24,DOJI,43450000.0,43850000.0
2020-01-24,PHUQUY,43500000.0,43800000.0
2020-01-25,PHUQUY,43500000.0,43800000.0
2020-01-25,BTMC,43650000.0,43950000.0
2020-01-25,DOJI,43450000.0,43850000.0
2020-01-26,BTMC,43650000.0,43950000.0
2020-01-26,DOJI,43450000.0,43850000.0
2020-01-26,PHUQUY,43500000.0,43800000.0
2020-01-27,PNJ,43700000.0,44150000.0
2020-01-27,PHUQUY,43500000.0,43800000.0
2020-01-27,DOJI,43450000.0,43850000.0
2020-01-27,BTMC,43650000.0,43950000.0
2020-01-28,PNJ,43800000.0,44250000.0
2020-01-28,PHUQUY,43500000.0,43800000.0
2020-01-28,DOJI,43450000.0,43850000.0
2020-01-28,BTMC,43650000.0,43950000.0
2020-01-29,PNJ,43600000.0,44200000.0
2020-01-29,PHUQUY,43500000.0,43800000.0
2020-01-29,BTMC,43650000.0,43950000.0
2020-01-29,DOJI,43450000.0,43850000.0
2020-01-30,PNJ,43900000.0,44600000.0
2020-01-30,PHUQUY,44000000.0,44500000.0
2020-01-30,DOJI,44150000.0,44500000.0
2020-01-30,BTMC,43650000.0,43950000.0
2020-01-31,PNJ,43900000.0,44600000.0
2020-01-31,BTMC,44210000.0,44500000.0
2020-01-31,DOJI,44200000.0,44500000.0
2020-01-31,PHUQUY,44150000.0,44550000.0
2020-02-01,PNJ,44200000.0,44850000.0
2020-02-01,PHUQUY,44350000.0,44800000.0
2020-02-01,DOJI,44350000.0,44800000.0
2020-02-01,BTMC,44380000.0,44800000.0
2020-02-02,PNJ,44200000.0,44950000.0
2020-02-02,BTMC,44560000.0,44950000.0
2020-02-02,DOJI,44600000.0,45100000.0
2020-02-02,PHUQUY,44450000.0,44900000.0
2020-02-03,PNJ,43800000.0,44600000.0
2020-02-03,DOJI,44000000.0,45000000.0
2020-02-03,PHUQUY,44100000.0,44700000.0
2020-02-03,BTMC,44000000.0,44850000.0
2020-02-04,BTMC,43600000.0,44300000.0
2020-02-04,DOJI,43700000.0,44300000.0
2020-02-04,PHUQUY,43500000.0,44300000.0
2020-02-04,PNJ,43650000.0,44150000.0
2020-02-05,BTMC,43650000.0,43950000.0
2020-02-05,DOJI,43300000.0,43650000.0
2020-02-05,PHUQUY,43300000.0,43700000.0
2020-02-06,PNJ,43250000.0,43750000.0
2020-02-06,BTMC,43500000.0,43750000.0
2020-02-06,DOJI,43500000.0,43500000.0
2020-02-06,PHUQUY,43500000.0,43800000.0
2020-02-07,PNJ,43450000.0,43950000.0
2020-02-07,PHUQUY,43600000.0,43900000.0
2020-02-07,DOJI,43680000.0,43880000.0
2020-02-07,BTMC,43700000.0,43920000.0
2020-02-08,PHUQUY,43750000.0,44000000.0
2020-02-08,BTMC,43730000.0,43930000.0
2020-02-08,DOJI,43720000.0,43950000.0
2020-02-09,BTMC,43850000.0,44050000.0
2020-02-09,DOJI,43750000.0,43980000.0
2020-02-09,PHUQUY,43750000.0,44000000.0
2020-02-10,PNJ,43800000.0,44250000.0
2020-02-10,DOJI,43750000.0,44000000.0
2020-02-10,PHUQUY,43750000.0,44100000.0
2020-02-10,BTMC,43900000.0,44100000.0
2020-02-11,PNJ,43800000.0,44200000.0
2020-02-11,PHUQUY,43750000.0,44100000.0
2020-02-11,DOJI,43750000.0,44000000.0
2020-02-11,BTMC,43900000.0,44100000.0
2020-02-12,PHUQUY,43750000.0,44100000.0
2020-02-12,DOJI,43750000.0,44000000.0
2020-02-12,BTMC,43900000.0,44100000.0
2020-02-13,PNJ,43850000.0,44250000.0
2020-02-13,PHUQUY,43900000.0,44200000.0
2020-02-13,DOJI,43900000.0,44150000.0
2020-02-13,BTMC,43393000.0,44417000.0
2020-02-14,PHUQUY,44000000.0,44300000.0
2020-02-14,DOJI,44000000.0,44300000.0
2020-02-14,BTMC,44200000.0,44280000.0
2020-02-15,PNJ,44000000.0,44400000.0
2020-02-15,PHUQUY,44000000.0,44300000.0
2020-02-15,DOJI,44000000.0,44300000.0
2020-02-15,BTMC,44200000.0,44280000.0
2020-02-16,PHUQUY,44050000.0,44350000.0
2020-02-16,BTMC,44400000.0,44424000.0
2020-02-16,DOJI,44050000.0,44300000.0
2020-02-17,PNJ,44000000.0,44400000.0
2020-02-17,PHUQUY,44150000.0,44400000.0
2020-02-17,DOJI,44150000.0,44350000.0
2020-02-17,BTMC,44414000.0,44438000.0
2020-02-18,PHUQUY,44150000.0,44400000.0
2020-02-18,DOJI,44150000.0,44350000.0
2020-02-18,BTMC,44414000.0,44438000.0
2020-02-19,PNJ,44600000.0,45050000.0
2020-02-19,PHUQUY,44700000.0,44920000.0
2020-02-19,DOJI,44700000.0,45070000.0
2020-02-19,BTMC,44972000.0,44495000.0
2020-02-20,PNJ,44630000.0,45000000.0
2020-02-20,DOJI,44680000.0,44880000.0
2020-02-20,PHUQUY,44700000.0,44920000.0
2020-02-20,BTMC,44472000.0,44495000.0
2020-02-21,PNJ,44950000.0,45550000.0
2020-02-21,DOJI,44950000.0,45200000.0
2020-02-21,PHUQUY,4490000.0,45200000.0
2020-02-21,BTMC,44750000.0,44920000.0
2020-02-22,PNJ,45100000.0,45900000.0
2020-02-22,PHUQUY,45650000.0,45950000.0
2020-02-22,DOJI,45650000.0,45950000.0
2020-02-22,BTMC,45660000.0,45930000.0
2020-02-23,PHUQUY,45650000.0,45980000.0
2020-02-23,DOJI,45650000.0,45980000.0
2020-02-23,BTMC,45660000.0,45930000.0
2020-02-24,PNJ,47000000.0,49200000.0
2020-02-24,PHUQUY,47500000.0,48500000.0
2020-02-24,DOJI,47700000.0,49200000.0
2020-02-24,BTMC,46650000.0,47250000.0
2020-02-25,PNJ,45800000.0,47300000.0
2020-02-25,DOJI,46600000.0,47600000.0
2020-02-25,PHUQUY,46500000.0,48000000.0
2020-02-25,BTMC,46400000.0,47400000.0
2020-02-26,PNJ,45800000.0,46900000.0
2020-02-26,PHUQUY,46500000.0,47000000.0
2020-02-26,DOJI,46100000.0,46600000.0
2020-02-26,BTMC,46150000.0,47000000.0
2020-02-27,PHUQUY,46100000.0,46655000.0
2020-02-27,BTMC,46000000.0,46555000.0
2020-02-27,DOJI,46050000.0,46600000.0
2020-02-28,PNJ,45500000.0,46550000.0
2020-02-28,DOJI,46000000.0,46400000.0
2020-02-28,PHUQUY,46000000.0,46450000.0
2020-02-28,BTMC,46050000.0,46400000.0
2020-02-29,PNJ,44700000.0,45800000.0
2020-02-29,PHUQUY,44800000.0,45800000.0
2020-02-29,DOJI,44800000.0,45900000.0
2020-02-29,BTMC,44850000.0,45800000.0
2020-03-01,PHUQUY,44800000.0,45800000.0
2020-03-01,BTMC,44850000.0,45800000.0
2020-03-01,DOJI,44800000.0,45900000.0
2020-03-02,PNJ,45500000.0,46350000.0
2020-03-02,BTMC,45500000.0,46050000.0
2020-03-02,DOJI,45450000.0,46000000.0
2020-03-02,PHUQUY,45300000.0,46100000.0
2020-03-03,PNJ,45500000.0,46350000.0
2020-03-03,DOJI,45850000.0,46200000.0
2020-03-03,PHUQUY,45850000.0,46200000.0
2020-03-03,BTMC,46050000.0,46400000.0
2020-03-04,PNJ,46050000.0,46950000.0
2020-03-04,PHUQUY,46800000.0,47500000.0
2020-03-04,DOJI,46920000.0,47400000.0
2020-03-04,BTMC,46950000.0,4745000.0
2020-03-05,PHUQUY,46050000.0,46950000.0
2020-03-05,DOJI,46300000.0,46970000.0
2020-03-05,BTMC,46500000.0,47000000.0
2020-03-06,PNJ,46500000.0,47200000.0
2020-03-06,PHUQUY,46400000.0,46900000.0
2020-03-06,DOJI,46850000.0,47250000.0
2020-03-06,BTMC,46450000.0,4700000.0
2020-03-07,PNJ,46500000.0,47200000.0
2020-03-07,DOJI,46800000.0,47300000.0
2020-03-07,PHUQUY,46900000.0,47500000.0
2020-03-07,BTMC,46950000.0,47550000.0
2020-03-08,PNJ,46500000.0,47400000.0
2020-03-08,DOJI,46800000.0,47300000.0
2020-03-08,PHUQUY,46900000.0,47500000.0
2020-03-08,BTMC,46950000.0,47550000.0
2020-03-09,PNJ,46950000.0,47850000.0
2020-03-09,DOJI,47300000.0,48220000.0
2020-03-09,PHUQUY,46900000.0,47500000.0
2020-03-09,BTMC,46950000.0,47550000.0
2020-03-10,PNJ,46700000.0,47600000.0
2020-03-10,PHUQUY,46800000.0,47800000.0
2020-03-10,DOJI,47150000.0,47780000.0
2020-03-10,BTMC,47100000.0,47800000.0
2020-03-11,PHUQUY,46800000.0,47500000.0
2020-03-11,BTMC,46850000.0,47500000.0
2020-03-11,DOJI,46600000.0,47300000.0
2020-03-12,BTMC,46900000.0,47400000.0
2020-03-12,DOJI,46800000.0,47150000.0
2020-03-12,PHUQUY,46600000.0,47200000.0
2020-03-13,PNJ,45200000.0,46500000.0
2020-03-13,PHUQUY,45200000.0,46500000.0
2020-03-13,DOJI,46350000.0,46850000.0
2020-03-13,BTMC,46400000.0,46950000.0
2020-03-14,PHUQUY,45500000.0,46500000.0
2020-03-14,BTMC,45600000.0,46550000.0
2020-03-14,DOJI,45500000.0,46500000.0
2020-03-15,BTMC,45600000.0,46550000.0
2020-03-15,DOJI,45500000.0,46500000.0
2020-03-15,PHUQUY,45500000.0,46500000.0
2020-03-16,PNJ,45200000.0,46800000.0
2020-03-16,DOJI,46000000.0,46500000.0
2020-03-16,PHUQUY,46000000.0,46800000.0
2020-03-16,BTMC,45950000.0,46500000.0
2020-03-17,PNJ,45100000.0,46200000.0
2020-03-17,PHUQUY,45200000.0,46200000.0
2020-03-17,DOJI,45200000.0,46100000.0
2020-03-17,BTMC,45400000.0,46400000.0
2020-03-18,PHUQUY,45700000.0,46400000.0
2020-03-18,DOJI,45600000.0,46300000.0
2020-03-18,BTMC,45500000.0,46520000.0
2020-03-19,PNJ,45400000.0,46400000.0
2020-03-19,PHUQUY,45500000.0,46100000.0
2020-03-19,DOJI,45450000.0,45950000.0
2020-03-19,BTMC,45450000.0,46100000.0
2020-03-20,PNJ,45700000.0,46800000.0
2020-03-20,PHUQUY,45950000.0,46550000.0
2020-03-20,DOJI,45950000.0,46350000.0
2020-03-20,BTMC,45950000.0,46450000.0
2020-03-21,PHUQUY,45800000.0,46300000.0
2020-03-21,BTMC,45850000.0,46250000.0
2020-03-21,DOJI,45800000.0,46300000.0
2020-03-22,BTMC,45850000.0,46300000.0
2020-03-22,DOJI,45800000.0,46500000.0
2020-03-22,PHUQUY,45800000.0,46300000.0
2020-03-23,PNJ,45700000.0,46600000.0
2020-03-23,DOJI,45850000.0,46300000.0
2020-03-23,PHUQUY,45800000.0,46300000.0
2020-03-23,BTMC,45850000.0,46300000.0
2020-03-24,PNJ,46100000.0,47000000.0
2020-03-24,DOJI,46500000.0,47100000.0
2020-03-24,PHUQUY,46500000.0,47100000.0
2020-03-24,BTMC,45850000.0,46250000.0
2020-03-25,PNJ,46300000.0,47300000.0
2020-03-25,PHUQUY,46500000.0,46500000.0
2020-03-25,DOJI,46500000.0,47300000.0
2020-03-25,BTMC,46530000.0,47270000.0
2020-03-26,PHUQUY,46650000.0,47100000.0
2020-03-26,BTMC,46700000.0,47200000.0
2020-03-26,DOJI,46450000.0,47100000.0
2020-03-27,PNJ,46800000.0,47950000.0
2020-03-27,BTMC,47000000.0,47800000.0
2020-03-27,DOJI,47000000.0,47600000.0
2020-03-27,PHUQUY,47100000.0,47900000.0
2020-03-28,PNJ,46800000.0,47950000.0
2020-03-28,DOJI,47000000.0,47900000.0
2020-03-28,PHUQUY,47100000.0,47900000.0
2020-03-28,BTMC,46850000.0,47750000.0
2020-03-29,BTMC,46850000.0,47750000.0
2020-03-29,DOJI,47000000.0,47900000.0
2020-03-29,PHUQUY,47100000.0,47900000.0
2020-03-30,PHUQUY,47000000.0,47800000.0
2020-03-30,BTMC,46900000.0,47900000.0
2020-03-30,DOJI,46700000.0,47700000.0
2020-03-31,PHUQUY,47100000.0,48100000.0
2020-03-31,BTMC,47100000.0,48100000.0
2020-03-31,DOJI,46800000.0,47800000.0
2020-04-01,BTMC,46700000.0,47900000.0
2020-04-01,DOJI,46950000.0,47800000.0
2020-04-01,PHUQUY,46600000.0,47600000.0
2020-04-02,PHUQUY,46800000.0,47800000.0
2020-04-02,BTMC,47100000.0,48100000.0
2020-04-02,DOJI,46500000.0,47500000.0
2020-04-03,PNJ,46800000.0,48100000.0
2020-04-03,PHUQUY,47300000.0,48250000.0
2020-04-03,DOJI,46800000.0,47800000.0
2020-04-03,BTMC,47100000.0,48100000.0
2020-04-04,PNJ,46800000.0,48100000.0
2020-04-04,PHUQUY,47300000.0,48250000.0
2020-04-04,DOJI,46800000.0,47800000.0
2020-04-04,BTMC,47100000.0,48100000.0
2020-04-05,PHUQUY,47300000.0,48250000.0
2020-04-05,DOJI,46800000.0,47800000.0
2020-04-05,BTMC,47100000.0,48100000.0
2020-04-06,PNJ,46600000.0,47900000.0
2020-04-06,DOJI,46900000.0,47800000.0
2020-04-06,PHUQUY,47150000.0,47950000.0
2020-04-06,BTMC,47150000.0,48100000.0
2020-04-07,PNJ,46900000.0,48200000.0
2020-04-07,PHUQUY,47200000.0,48000000.0
2020-04-07,DOJI,47400000.0,48100000.0
2020-04-07,BTMC,46900000.0,48100000.0
2020-04-08,PHUQUY,46700000.0,47900000.0
2020-04-08,DOJI,47100000.0,47800000.0
2020-04-08,BTMC,47100000.0,48100000.0
2020-04-09,PNJ,46700000.0,47900000.0
2020-04-09,DOJI,47100000.0,47800000.0
2020-04-09,PHUQUY,46700000.0,47900000.0
2020-04-09,BTMC,47100000.0,48100000.0
2020-04-10,PNJ,47000000.0,48200000.0
2020-04-10,DOJI,47100000.0,47800000.0
2020-04-10,PHUQUY,46700000.0,47900000.0
2020-04-10,BTMC,47100000.0,48100000.0
2020-04-11,PNJ,47000000.0,48200000.0
2020-04-11,PHUQUY,46700000.0,47900000.0
2020-04-11,DOJI,47100000.0,47800000.0
2020-04-11,BTMC,47100000.0,48100000.0
2020-04-12,PHUQUY,47300000.0,48000000.0
2020-04-12,BTMC,47100000.0,48100000.0
2020-04-12,DOJI,47300000.0,48100000.0
2020-04-13,BTMC,47100000.0,48100000.0
2020-04-13,DOJI,47300000.0,48100000.0
2020-04-13,PHUQUY,47300000.0,48000000.0
2020-04-14,PNJ,47300000.0,48600000.0
2020-04-14,PHUQUY,47800000.0,48500000.0
2020-04-14,DOJI,47800000.0,48500000.0
2020-04-14,BTMC,47100000.0,48100000.0
2020-04-15,PHUQUY,47750000.0,48350000.0
2020-04-15,DOJI,47550000.0,48300000.0
2020-04-15,BTMC,47100000.0,48100000.0
2020-04-16,PNJ,47200000.0,48400000.0
2020-04-16,PHUQUY,47750000.0,48350000.0
2020-04-16,DOJI,47550000.0,48300000.0
2020-04-16,BTMC,47100000.0,48100000.0
2020-04-17,PNJ,47200000.0,48400000.0
2020-04-17,DOJI,47400000.0,48100000.0
2020-04-17,PHUQUY,47650000.0,48200000.0
2020-04-17,BTMC,47450000.0,48100000.0
2020-04-18,PNJ,47200000.0,48400000.0
2020-04-18,PHUQUY,47600000.0,48150000.0
2020-04-18,DOJI,47400000.0,48100000.0
2020-04-18,BTMC,47450000.0,48100000.0
2020-04-19,PHUQUY,47600000.0,48150000.0
2020-04-19,BTMC,47500000.0,48100000.0
2020-04-19,DOJI,47400000.0,48100000.0
2020-04-20,PNJ,47200000.0,48300000.0
2020-04-20,PHUQUY,47350000.0,47950000.0
2020-04-20,DOJI,47400000.0,48000000.0
2020-04-20,BTMC,47400000.0,47950000.0
2020-04-21,PHUQUY,47400000.0,48000000.0
2020-04-21,DOJI,47450000.0,48000000.0
2020-04-21,BTMC,47500000.0,48050000.0
2020-04-22,BTMC,47500000.0,48000000.0
2020-04-22,DOJI,47450000.0,48000000.0
2020-04-22,PHUQUY,47400000.0,47950000.0
2020-04-23,PNJ,47400000.0,48300000.0
2020-04-23,BTMC,47800000.0,48220000.0
2020-04-23,DOJI,47750000.0,48250000.0
2020-04-23,PHUQUY,47800000.0,48200000.0
2020-04-24,PNJ,47500000.0,48400000.0
2020-04-24,DOJI,47800000.0,48300000.0
2020-04-24,PHUQUY,47900000.0,48400000.0
2020-04-24,BTMC,47920000.0,48350000.0
2020-04-25,PNJ,47300000.0,48450000.0
2020-04-25,PHUQUY,48170000.0,48650000.0
2020-04-25,DOJI,48150000.0,48650000.0
2020-04-25,BTMC,48160000.0,48640000.0
2020-04-26,PHUQUY,81200000.0,83300000.0
2020-04-26,SJC,81000000.0,83300000.0
2020-04-26,DOJI,80000000.0,82500000.0
2020-04-26,BTMC,81300000.0,83000000.0
2020-04-27,BTMC,81300000.0,83000000.0
2020-04-27,DOJI,80000000.0,82500000.0
2020-04-27,PHUQUY,81200000.0,83300000.0
2020-04-27,SJC,81000000.0,83300000.0
2020-04-28,PNJ,47600000.0,48350000.0
2020-04-28,DOJI,47900000.0,48250000.0
2020-04-28,BTMC,47930000.0,48300000.0
2020-04-29,PNJ,47800000.0,48600000.0
2020-04-29,DOJI,47700000.0,48250000.0
2020-04-29,BTMC,47800000.0,48300000.0
2020-04-30,DOJI,47700000.0,48250000.0
2020-04-30,BTMC,47850000.0,48400000.0
2020-05-01,BTMC,47650000.0,48200000.0
2020-05-01,DOJI,47650000.0,48150000.0
2020-05-02,BTMC,47750000.0,48300000.0
2020-05-02,DOJI,47750000.0,48150000.0
2020-05-03,DOJI,47750000.0,48150000.0
2020-05-03,BTMC,47750000.0,48300000.0
2020-05-04,PNJ,47800000.0,48600000.0
2020-05-04,DOJI,47920000.0,48350000.0
2020-05-04,BTMC,47950000.0,48350000.0
2020-05-05,DOJI,47800000.0,48180000.0
2020-05-05,BTMC,47850000.0,48220000.0
2020-05-06,PNJ,47800000.0,48400000.0
2020-05-06,DOJI,47800000.0,48150000.0
2020-05-06,BTMC,47880000.0,48230000.0
2020-05-07,PNJ,47600000.0,48200000.0
2020-05-07,BTMC,47820000.0,48100000.0
2020-05-07,DOJI,47800000.0,48150000.0
2020-05-08,PNJ,47800000.0,48400000.0
2020-05-08,PHUQUY,47900000.0,48200000.0
2020-05-08,DOJI,47900000.0,48150000.0
2020-05-08,BTMC,47930000.0,48190000.0
2020-05-09,PNJ,47800000.0,48400000.0
2020-05-09,PHUQUY,47800000.0,48100000.0
2020-05-09,DOJI,47780000.0,48150000.0
2020-05-09,BTMC,47810000.0,48110000.0
2020-05-10,PHUQUY,47800000.0,48130000.0
2020-05-10,BTMC,47810000.0,48100000.0
2020-05-10,DOJI,47780000.0,48130000.0
2020-05-11,PNJ,47800000.0,48400000.0
2020-05-11,BTMC,47810000.0,48170000.0
2020-05-11,DOJI,47800000.0,48200000.0
2020-05-11,PHUQUY,47820000.0,48180000.0
2020-05-12,PNJ,47800000.0,48180000.0
2020-05-12,PHUQUY,47830000.0,48130000.0
2020-05-12,DOJI,47800000.0,48100000.0
2020-05-12,BTMC,47850000.0,48130000.0
2020-05-13,PNJ,47850000.0,48250000.0
2020-05-13,DOJI,48030000.0,48230000.0
2020-05-13,PHUQUY,48030000.0,48330000.0
2020-05-13,BTMC,48030000.0,48280000.0
2020-05-14,PHUQUY,48150000.0,48350000.0
2020-05-14,DOJI,48180000.0,48350000.0
2020-05-14,BTMC,48180000.0,48350000.0
2020-05-15,PNJ,48320000.0,48640000.0
2020-05-15,DOJI,48350000.0,48550000.0
2020-05-15,PHUQUY,48300000.0,48550000.0
2020-05-15,BTMC,48320000.0,48530000.0
2020-05-16,PNJ,48320000.0,48640000.0
2020-05-16,PHUQUY,48330000.0,48630000.0
2020-05-16,DOJI,48400000.0,48600000.0
2020-05-16,BTMC,48420000.0,48630000.0
2020-05-17,PHUQUY,48450000.0,48700000.0
2020-05-17,DOJI,48450000.0,48700000.0
2020-05-17,BTMC,48460000.0,48690000.0
2020-05-18,PNJ,48900000.0,49350000.0
2020-05-18,DOJI,48900000.0,49150000.0
2020-05-18,PHUQUY,48820000.0,49150000.0
2020-05-18,BTMC,48920000.0,49200000.0
2020-05-19,PNJ,48550000.0,48950000.0
2020-05-19,PHUQUY,48550000.0,48900000.0
2020-05-19,BTMC,48520000.0,48820000.0
2020-05-19,DOJI,48520000.0,48800000.0
2020-05-20,PNJ,48600000.0,48980000.0
2020-05-20,PHUQUY,48550000.0,48950000.0
2020-05-20,DOJI,48600000.0,48900000.0
2020-05-20,BTMC,48580000.0,48910000.0
2020-05-21,PNJ,48500000.0,48850000.0
2020-05-21,PHUQUY,48520000.0,48900000.0
2020-05-21,DOJI,48500000.0,48750000.0
2020-05-21,BTMC,48520000.0,48780000.0
2020-05-22,PHUQUY,48450000.0,48800000.0
2020-05-22,DOJI,48500000.0,48750000.0
2020-05-22,BTMC,48550000.0,48780000.0
2020-05-23,PNJ,48500000.0,48900000.0
2020-05-23,PHUQUY,48470000.0,48800000.0
2020-05-23,DOJI,48500000.0,48800000.0
2020-05-23,BTMC,48520000.0,48790000.0
2020-05-24,PHUQUY,48470000.0,48800000.0
2020-05-24,DOJI,48550000.0,48800000.0
2020-05-24,BTMC,48550000.0,48780000.0
2020-05-25,PNJ,48450000.0,48800000.0
2020-05-25,DOJI,48500000.0,48800000.0
2020-05-25,PHUQUY,48520000.0,48820000.0
2020-05-25,BTMC,48520000.0,48780000.0
2020-05-26,PNJ,48500000.0,48800000.0
2020-05-26,PHUQUY,48500000.0,48800000.0
2020-05-26,DOJI,48500000.0,48800000.0
2020-05-26,BTMC,48520000.0,48780000.0
2020-05-27,PNJ,48350000.0,48650000.0
2020-05-27,PHUQUY,48350000.0,48650000.0
2020-05-27,DOJI,48350000.0,48650000.0
2020-05-27,BTMC,48330000.0,48620000.0
2020-05-28,PNJ,48400000.0,48730000.0
2020-05-28,PHUQUY,48400000.0,48700000.0
2020-05-28,DOJI,48450000.0,48800000.0
2020-05-28,BTMC,48430000.0,48690000.0
2020-05-29,PNJ,48400000.0,48730000.0
2020-05-29,BTMC,48520000.0,48710000.0
2020-05-29,DOJI,48520000.0,48720000.0
2020-05-29,PHUQUY,48470000.0,48750000.0
2020-05-30,PNJ,48500000.0,48820000.0
2020-05-30,BTMC,48560000.0,48760000.0
2020-05-30,DOJI,48550000.0,48750000.0
2020-05-30,PHUQUY,48550000.0,48800000.0
2020-05-31,PHUQUY,48550000.0,48800000.0
2020-05-31,BTMC,48570000.0,48790000.0
2020-05-31,DOJI,48550000.0,48800000.0
2020-06-01,PNJ,48700000.0,49030000.0
2020-06-01,PHUQUY,48680000.0,48880000.0
2020-06-01,DOJI,48680000.0,48850000.0
2020-06-01,BTMC,48680000.0,48860000.0
2020-06-02,PNJ,48650000.0,48920000.0
2020-06-02,PHUQUY,48650000.0,48850000.0
2020-06-02,DOJI,48650000.0,48800000.0
2020-06-02,BTMC,48660000.0,48820000.0
2020-06-03,PHUQUY,48500000.0,48700000.0
2020-06-03,BTMC,48500000.0,48690000.0
2020-06-03,DOJI,48480000.0,48660000.0
2020-06-04,PNJ,48420000.0,48720000.0
2020-06-04,PHUQUY,48370000.0,48650000.0
2020-06-04,DOJI,48400000.0,48600000.0
2020-06-04,BTMC,48400000.0,48590000.0
2020-06-05,PHUQUY,48450000.0,48700000.0
2020-06-05,DOJI,48500000.0,48700000.0
2020-06-05,BTMC,48500000.0,48690000.0
2020-06-06,PNJ,48300000.0,48600000.0
2020-06-06,PHUQUY,48300000.0,48550000.0
2020-06-06,DOJI,48350000.0,48550000.0
2020-06-06,BTMC,48330000.0,48530000.0
2020-06-07,PHUQUY,48300000.0,48550000.0
